Time	Water column behaviour	Prey present	Prey abundance	Foraging behavior	Cons/Hetero	Cons/Hetero abundance	Direction	Comments
34.87	Flapping (F)							
34.90	Flapping (F)							
34.93	Flapping (F)							
34.97	Flapping (F)							
35.00	Flapping (F)							
35.03	Flapping (F)							
35.07	Flapping (F)							
35.10	Flapping (F)							
35.13	Flapping (F)							
35.17	Flapping (F)							
35.20	Flapping (F)							
35.23	Flapping (F)							
35.27	Flapping (F)							
35.30	Flapping (F)							
35.33	Flapping (F)							
35.37	Flapping (F)							
35.40	Flapping (F)							
35.43	Flapping (F)							
35.47	Flapping (F)							
35.50	Flapping (F)							
35.53	Flapping (F)							
35.57	Flapping (F)							
35.60	Flapping (F)							
35.63	Flapping (F)							
35.67	Flapping (F)							
35.70	Flapping (F)							
35.73	Flapping (F)							
35.77	Flapping (F)							
35.80	Flapping (F)							
35.83	Flapping (F)							
35.87	Flapping (F)							
35.90	Flapping (F)							
35.93	Flapping (F)							
35.97	Flapping (F)							
36.00	Flapping (F)							
36.03	Flapping (F)							
36.07	Flapping (F)							
36.10	Flapping (F)							
36.13	Flapping (F)							
36.17	Flapping (F)							
36.20	Flapping (F)							
36.23	Flapping (F)							
36.27	Flapping (F)							
36.30	Flapping (F)							
36.33	Flapping (F)							
36.37	Flapping (F)							
36.40	Flapping (F)							
36.43	Flapping (F)							
36.47	Flapping (F)							
36.50	Flapping (F)							
36.53	Flapping (F)							
36.57	Flapping (F)							
36.60	Flapping (F)							
36.63	Flapping (F)							
36.67	Flapping (F)							
36.70	Flapping (F)							
36.73	Flapping (F)							
36.77	Flapping (F)							
36.80	Flapping (F)							
36.83	Flapping (F)							
36.87	Flapping (F)							
36.90	Flapping (F)							
36.93	Gliding (G)							
36.97	Gliding (G)							
37.00	Gliding (G)							
37.03	Gliding (G)							
37.07	Gliding (G)							
37.10	Gliding (G)							
37.13	Gliding (G)							
37.17	Gliding (G)							
37.20	Gliding (G)							
37.23	Gliding (G)							
37.27	Gliding (G)							
37.30	Gliding (G)							
37.33	Gliding (G)							
37.37	Gliding (G)							
37.40	Gliding (G)							
37.43	Gliding (G)							
37.47	Gliding (G)							
37.50	Gliding (G)							
37.53	Gliding (G)							
37.57	Gliding (G)							
37.60	Gliding (G)							
37.63	Gliding (G)							
37.67	Gliding (G)							
37.70	Gliding (G)							
37.73	Gliding (G)							
37.77	Gliding (G)							
37.80	Gliding (G)							
37.83	Gliding (G)							
37.87	Gliding (G)							
37.90	Gliding (G)							
37.93	Gliding (G)							
37.97	Flapping (F)							
38.00	Flapping (F)							
38.03	Flapping (F)							
38.07	Flapping (F)							
38.10	Flapping (F)							
38.13	Flapping (F)							
38.17	Flapping (F)							
38.20	Flapping (F)							
38.23	Flapping (F)							
38.27	Flapping (F)							
38.30	Flapping (F)							
38.33	Flapping (F)							
38.37	Flapping (F)							
38.40	Flapping (F)							
38.43	Flapping (F)							
38.47	Flapping (F)							
38.50	Flapping (F)							
38.53	Flapping (F)							
38.57	Flapping (F)							
38.60	Flapping (F)							
38.63	Flapping (F)							
38.67	Flapping (F)							
38.70	Flapping (F)							
38.73	Flapping (F)							
38.77	Flapping (F)							
38.80	Flapping (F)							
38.83	Flapping (F)							
38.87	Flapping (F)							
38.90	Flapping (F)							
38.93	Flapping (F)							
38.97	Flapping (F)							
39.00	Flapping (F)							
39.03	Flapping (F)							
39.07	Flapping (F)							
39.10	Flapping (F)							
39.13	Flapping (F)							
39.17	Flapping (F)							
39.20	Flapping (F)							
39.23	Flapping (F)							
39.27	Flapping (F)							
39.30	Flapping (F)							
39.33	Flapping (F)							
39.37	Flapping (F)							
39.40	Flapping (F)							
39.43	Gliding (G)							
39.47	Gliding (G)							
39.50	Gliding (G)							
39.53	Gliding (G)							
39.57	Gliding (G)							
39.60	Gliding (G)							
39.63	Gliding (G)							
39.67	Gliding (G)							
39.70	Gliding (G)							
39.73	Gliding (G)							
39.77	Gliding (G)							
39.80	Gliding (G)							
39.83	Gliding (G)							
39.87	Gliding (G)							
39.90	Gliding (G)							
39.93	Gliding (G)							
39.97	Gliding (G)							
40.00	Gliding (G)							
40.03	Gliding (G)							
40.07	Gliding (G)							
40.10	Gliding (G)							
40.13	Gliding (G)							
40.17	Gliding (G)							
40.20	Gliding (G)							
40.23	Gliding (G)							
40.27	Gliding (G)							
40.30	Gliding (G)							
40.33	Gliding (G)							
40.37	Gliding (G)							
40.40	Gliding (G)							
40.43	Gliding (G)							
40.47	Gliding (G)							
40.50	Gliding (G)							
40.53	Gliding (G)							
40.57	Gliding (G)							
40.60	Gliding (G)							
40.63	Gliding (G)							
40.67	Gliding (G)							
40.70	Gliding (G)							
40.73	Gliding (G)							
40.77	Gliding (G)							
40.80	Flapping (F)							
40.83	Flapping (F)							
40.87	Flapping (F)							
40.90	Flapping (F)							
40.93	Flapping (F)							
40.97	Flapping (F)							
41.00	Flapping (F)							
41.03	Flapping (F)							
41.07	Flapping (F)							
41.10	Flapping (F)							
41.13	Flapping (F)							
41.17	Flapping (F)							
41.20	Flapping (F)							
41.23	Flapping (F)							
41.27	Flapping (F)							
41.30	Flapping (F)							
41.33	Flapping (F)							
41.37	Gliding (G)							
41.40	Gliding (G)							
41.43	Gliding (G)							
41.47	Gliding (G)							
41.50	Gliding (G)							
41.53	Gliding (G)							
41.57	Gliding (G)							
41.60	Gliding (G)							
41.63	Gliding (G)							
41.67	Gliding (G)							
41.70	Gliding (G)							
41.73	Gliding (G)							
41.77	Gliding (G)							
41.80	Gliding (G)							
41.83	Gliding (G)							
41.87	Gliding (G)							
41.90	Gliding (G)							
41.93	Gliding (G)							
41.97	Gliding (G)							
42.00	Gliding (G)							
42.03	Gliding (G)							
42.07	Gliding (G)							
42.10	Gliding (G)							
42.13	Gliding (G)							
42.17	Gliding (G)							
42.20	Gliding (G)							
42.23	Gliding (G)							
42.27	Gliding (G)							
42.30	Gliding (G)							
42.33	Gliding (G)							
42.37	Gliding (G)							
42.40	Gliding (G)							
42.43	Gliding (G)							
42.47	Gliding (G)							
42.50	Gliding (G)							
42.53	Gliding (G)							
42.57	Gliding (G)							
42.60	Gliding (G)							
42.63	Gliding (G)							
42.67	Gliding (G)							
42.70	Gliding (G)							
42.73	Gliding (G)							
42.77	Gliding (G)							
42.80	Gliding (G)							
42.83	Gliding (G)							
42.87	Gliding (G)							
42.90	Gliding (G)							
42.93	Gliding (G)							
42.97	Gliding (G)							
43.00	Gliding (G)							
43.03	Gliding (G)							
43.07	Gliding (G)							
43.10	Gliding (G)							
43.13	Gliding (G)							
43.17	Gliding (G)							
43.20	Gliding (G)							
43.23	Gliding (G)							
43.27	Gliding (G)							
43.30	Gliding (G)							
43.33	Gliding (G)							
43.37	Gliding (G)							
43.40	Gliding (G)							
43.43	Gliding (G)							
43.47	Gliding (G)							
43.50	Gliding (G)							
43.53	Gliding (G)							
43.57	Gliding (G)							
43.60	Gliding (G)							
43.63	Gliding (G)							
43.67	Gliding (G)							
43.70	Gliding (G)							
43.73	Gliding (G)							
43.77	Gliding (G)							
43.80	Gliding (G)							
43.83	Gliding (G)							
43.87	Gliding (G)							
43.90	Gliding (G)							
43.93	Gliding (G)							
43.97	Gliding (G)							
44.00	Gliding (G)							
44.03	Gliding (G)							
44.07	Gliding (G)							
44.10	Gliding (G)							
44.13	Gliding (G)							
44.17	Gliding (G)							
44.20	Gliding (G)							
44.23	Gliding (G)							
44.27	Gliding (G)							
44.30	Gliding (G)							
44.33	Gliding (G)							
44.37	Gliding (G)							
44.40	Gliding (G)							
44.43	Gliding (G)							
44.47	Gliding (G)							
44.50	Gliding (G)							
44.53	Gliding (G)							
44.57	Gliding (G)							
44.60	Gliding (G)							
44.63	Gliding (G)							
44.67	Gliding (G)							
44.70	Gliding (G)							
44.73	Gliding (G)							
44.77	Gliding (G)							
44.80	Gliding (G)							
44.83	Gliding (G)							
44.87	Gliding (G)							
44.90	Gliding (G)							
44.93	Gliding (G)							
44.97	Gliding (G)							
45.00	Gliding (G)							
45.03	Gliding (G)							
45.07	Gliding (G)							
45.10	Gliding (G)							
45.13	Gliding (G)							
45.17	Gliding (G)							
45.20	Gliding (G)							
45.23	Gliding (G)							
45.27	Gliding (G)							
45.30	Gliding (G)							
45.33	Gliding (G)							
45.37	Gliding (G)							
45.40	Gliding (G)							
45.43	Gliding (G)							
45.47	Gliding (G)							
45.50	Gliding (G)							
45.53	Gliding (G)							
45.57	Gliding (G)							
45.60	Gliding (G)							
45.63	Gliding (G)							
45.67	Gliding (G)							
45.70	Flapping (F)							
45.73	Flapping (F)							
45.77	Flapping (F)							
45.80	Flapping (F)							
45.83	Flapping (F)							
45.87	Flapping (F)							
45.90	Flapping (F)							
45.93	Flapping (F)							
45.97	Flapping (F)							
46.00	Flapping (F)							
46.03	Flapping (F)							
46.07	Flapping (F)							
46.10	Flapping (F)							
46.13	Flapping (F)							
46.17	Flapping (F)							
46.20	Flapping (F)							
46.23	Flapping (F)							
46.27	Flapping (F)							
46.30	Flapping (F)							
46.33	Flapping (F)							
46.37	Flapping (F)							
46.40	Flapping (F)							
46.43	Flapping (F)							
46.47	Flapping (F)							
46.50	Flapping (F)							
46.53	Flapping (F)							
46.57	Flapping (F)							
46.60	Flapping (F)							
46.63	Flapping (F)							
46.67	Flapping (F)							
46.70	Flapping (F)							
46.73	Flapping (F)							
46.77	Flapping (F)							
46.80	Flapping (F)							
46.83	Flapping (F)							
46.87	Flapping (F)							
46.90	Flapping (F)							
46.93	Flapping (F)							
46.97	Flapping (F)							
47.00	Flapping (F)							
47.03	Flapping (F)							
47.07	Flapping (F)							
47.10	Flapping (F)							
47.13	Flapping (F)							
47.17	Flapping (F)							
47.20	Flapping (F)							
47.23	Flapping (F)							
47.27	Flapping (F)							
47.30	Flapping (F)							
47.33	Flapping (F)							
47.37	Flapping (F)							
47.40	Flapping (F)							
47.43	Flapping (F)							
47.47	Flapping (F)							
47.50	Flapping (F)							
47.53	Gliding (G)							
47.57	Gliding (G)							
47.60	Gliding (G)							
47.63	Gliding (G)							
47.67	Gliding (G)							
47.70	Gliding (G)							
47.73	Gliding (G)							
47.77	Gliding (G)							
47.80	Gliding (G)							
47.83	Gliding (G)							
47.87	Gliding (G)							
47.90	Gliding (G)							
47.93	Gliding (G)							
47.97	Gliding (G)							
48.00	Flapping (F)							
48.03	Flapping (F)							
48.07	Flapping (F)							
48.10	Flapping (F)							
48.13	Flapping (F)							
48.17	Flapping (F)							
48.20	Flapping (F)							
48.23	Flapping (F)							
48.27	Flapping (F)							
48.30	Flapping (F)							
48.33	Flapping (F)							
48.37	Flapping (F)							
48.40	Flapping (F)							
48.43	Flapping (F)							
48.47	Flapping (F)							
48.50	Flapping (F)							
48.53	Flapping (F)							
48.57	Flapping (F)							
48.60	Flapping (F)							
48.63	Flapping (F)							
48.67	Flapping (F)							
48.70	Flapping (F)							
48.73	Flapping (F)							
48.77	Flapping (F)							
48.80	Flapping (F)							
48.83	Flapping (F)							
48.87	Flapping (F)							
48.90	Flapping (F)							
48.93	Flapping (F)							
48.97	Flapping (F)							
49.00	Flapping (F)							
49.03	Flapping (F)							
49.07	Flapping (F)							
49.10	Flapping (F)							
49.13	Flapping (F)							
49.17	Flapping (F)							
49.20	Flapping (F)							
49.23	Flapping (F)							
49.27	Flapping (F)							
49.30	Flapping (F)							
49.33	Flapping (F)							
49.37	Flapping (F)							
49.40	Flapping (F)							
49.43	Flapping (F)							
49.47	Flapping (F)							
49.50	Flapping (F)							
49.53	Flapping (F)							
49.57	Flapping (F)							
49.60	Flapping (F)							
49.63	Flapping (F)							
49.67	Flapping (F)							
49.70	Flapping (F)							
49.73	Flapping (F)							
49.77	Flapping (F)							
49.80	Flapping (F)							
49.83	Flapping (F)							
49.87	Flapping (F)							
49.90	Flapping (F)							
49.93	Flapping (F)							
49.97	Flapping (F)							
50.00	Flapping (F)							
50.03	Flapping (F)							
50.07	Flapping (F)							
50.10	Flapping (F)							
50.13	Flapping (F)							
50.17	Flapping (F)							
50.20	Flapping (F)							
50.23	Flapping (F)							
50.27	Flapping (F)							
50.30	Flapping (F)							
50.33	Flapping (F)							
50.37	Flapping (F)							
50.40	Flapping (F)							
50.43	Flapping (F)							
50.47	Flapping (F)							
50.50	Flapping (F)							
50.53	Flapping (F)							
50.57	Flapping (F)							
50.60	Flapping (F)							
50.63	Flapping (F)							
50.67	Flapping (F)							
50.70	Flapping (F)							
50.73	Flapping (F)							
50.77	Flapping (F)							
50.80	Flapping (F)							
50.83	Flapping (F)							
50.87	Flapping (F)							
50.90	Flapping (F)							
50.93	Flapping (F)							
50.97	Flapping (F)							
51.00	Flapping (F)							
51.03	Flapping (F)							
51.07	Flapping (F)							
51.10	Flapping (F)							
51.13	Flapping (F)							
51.17	Flapping (F)							
51.20	Flapping (F)							
51.23	Flapping (F)							
51.27	Flapping (F)							
51.30	Flapping (F)							
51.33	Flapping (F)							
51.37	Flapping (F)							
51.40	Flapping (F)							
51.43	Flapping (F)							
51.47	Flapping (F)							
51.50	Flapping (F)							
51.53	Flapping (F)							
51.57	Flapping (F)							
51.60	Flapping (F)							
51.63	Flapping (F)							
51.67	Flapping (F)							
51.70	Flapping (F)							
51.73	Flapping (F)							
51.77	Flapping (F)							
51.80	Flapping (F)							
51.83	Flapping (F)							
51.87	Flapping (F)							
51.90	Flapping (F)							
51.93	Flapping (F)							
51.97	Flapping (F)							
52.00	Flapping (F)							
52.03	Flapping (F)							
52.07	Flapping (F)							
52.10	Flapping (F)							
52.13	Flapping (F)							
52.17	Flapping (F)							
52.20	Flapping (F)							
52.23	Flapping (F)							
52.27	Flapping (F)							
52.30	Flapping (F)							
52.33	Flapping (F)							
52.37	Flapping (F)							
52.40	Flapping (F)							
52.43	Flapping (F)							
52.47	Flapping (F)							
52.50	Flapping (F)							
52.53	Flapping (F)							
52.57	Flapping (F)							
52.60	Flapping (F)							
52.63	Flapping (F)							
52.67	Flapping (F)							
52.70	Flapping (F)							
52.73	Flapping (F)							
52.77	Flapping (F)							
52.80	Flapping (F)							
52.83	Flapping (F)							
52.87	Flapping (F)							
52.90	Flapping (F)							
52.93	Flapping (F)							
52.97	Flapping (F)							
53.00	Flapping (F)							
53.03	Flapping (F)							
53.07	Flapping (F)							
53.10	Flapping (F)							
53.13	Flapping (F)							
53.17	Flapping (F)							
53.20	Flapping (F)							
53.23	Flapping (F)							
53.27	Flapping (F)							
53.30	Flapping (F)							
53.33	Flapping (F)							
53.37	Flapping (F)							
53.40	Flapping (F)							
53.43	Flapping (F)							
53.47	Flapping (F)							
53.50	Flapping (F)							
53.53	Flapping (F)							
53.57	Flapping (F)							
53.60	Flapping (F)							
53.63	Flapping (F)							
53.67	Flapping (F)							
53.70	Flapping (F)							
53.73	Flapping (F)							
53.77	Flapping (F)							
53.80	Flapping (F)							
53.83	Flapping (F)							
53.87	Flapping (F)							
53.90	Flapping (F)							
53.93	Flapping (F)							
53.97	Flapping (F)							
54.00	Flapping (F)							
54.03	Flapping (F)							
54.07	Flapping (F)							
54.10	Flapping (F)							
54.13	Flapping (F)							
54.17	Flapping (F)							
54.20	Flapping (F)							
54.23	Flapping (F)							
54.27	Flapping (F)							
54.30	Flapping (F)							
54.33	Flapping (F)							
54.37	Flapping (F)							
54.40	Flapping (F)							
54.43	Flapping (F)							
54.47	Flapping (F)							
54.50	Flapping (F)							
54.53	Flapping (F)							
54.57	Flapping (F)							
54.60	Flapping (F)							
54.63	Flapping (F)							
54.67	Flapping (F)							
54.70	Flapping (F)							
54.73	Flapping (F)							
54.77	Flapping (F)							
54.80	Flapping (F)							
54.83	Flapping (F)							
54.87	Flapping (F)							
54.90	Flapping (F)							
54.93	Flapping (F)							
54.97	Flapping (F)							
55.00	Flapping (F)							
55.03	Flapping (F)							
55.07	Flapping (F)							
55.10	Flapping (F)							
55.13	Flapping (F)							
55.17	Flapping (F)							
55.20	Flapping (F)							
55.23	Flapping (F)							
55.27	Flapping (F)							
55.30	Flapping (F)							
55.33	Flapping (F)							
55.37	Flapping (F)							
55.40	Flapping (F)							
55.43	Flapping (F)							
55.47	Flapping (F)							
55.50	Flapping (F)							
55.53	Flapping (F)							
55.57	Flapping (F)							
55.60	Flapping (F)							
55.63	Flapping (F)							
55.67	Flapping (F)							
55.70	Flapping (F)							
55.73	Flapping (F)							
55.77	Flapping (F)							
55.80	Flapping (F)							
55.83	Flapping (F)							
55.87	Flapping (F)							
55.90	Flapping (F)							
55.93	Flapping (F)							
55.97	Flapping (F)							
56.00	Flapping (F)							
56.03	Gliding (G)							
56.07	Gliding (G)							
56.10	Gliding (G)							
56.13	Gliding (G)							
56.17	Gliding (G)							
56.20	Gliding (G)							
56.23	Gliding (G)							
56.27	Gliding (G)							
56.30	Gliding (G)							
